timestep,path
0,86.1116730616545
0,86.11024040386562
0,86.10881858690983
0,86.10740802774227
0,86.10600789245267
0,86.10461818104105
0,86.10323972741764
0,86.10187169767221
0,86.10051450875987
0,86.09916857763575
0,86.0978330703896
0,86.09650840397654
0,86.09519416144147
0,86.0938911766946
0,86.09259944973594
0,86.09131731274502
0,86.09004726745256
0,86.08878722908295
0,86.08753844850155
0,86.08630009179812
0,86.08507299288291
0,86.08385631784569
0,86.08265090059666
0,86.08145590722562
0,86.0802725885979
0,86.07909969384815
0,86.07793722297639
0,86.07678600989284
0,86.07564563764238
0,86.07451610622502
0,86.07339783259586
0,86.07228998284468
0,86.07119339088172
0,86.07010722279674
0,86.06903231249996
0,86.06796824303628
0,86.0669154313608
0,86.06587304356331
0,86.06484191355403
0,86.06382120742272
0,86.06281217603475
0,86.06181356852476
0,86.06082621880296
0,86.05984970991427
0,86.05888404185868
0,86.05792921463616
0,86.05698564520188
0,86.05605249964556
0,86.05513102883258
0,86.05422039885268
0,86.05332019275076
0,86.05243166139218
0,86.05155355391157
0,86.05068712117429
0,86.04983111231499
0,86.0489863612439
0,86.0481524510059
0,86.047329381601
0,86.04651798693943
0,86.04571701615585
0,86.04492688620535
0,86.04414843099818
0,86.0433808166241
0,86.042623626128
0,86.04187811037524
0,86.04114343545555
0,86.0404200183241
0,86.03970744202573
0,86.03900570656046
0,86.03831522888339
0,86.03763559203944
0,86.0369676299388
0,86.03631009171613
0,86.0356638112817
0,86.03502878863546
0,86.0344041898672
0,86.03379126584227
0,86.03318918265043
0,86.03259835724683
0,86.03201837267629
0,86.03144964589399
0,86.03089175994477
0,86.03034513178376
0,86.02980976141096
0,86.02928523187126
0,86.02877196011978
0,86.0282699461565
0,86.02777835607121
0,86.02729844072924
0,86.02682936622037
0,86.02637154949971
0,86.02592499056726
0,86.02548927246791
0,86.02506481215677
0,86.02465119267872
0,86.0242488309889
0,86.02385772708728
0,86.02347788097387
0,86.02310887569355
0,86.02275112820145
0,86.02240463849756
0,86.02206898962677
0,86.02174459854419
0,86.0214310482947
0,86.02112917278855
0,86.0208381381155
0,86.02055794427552
0,86.02028942517889
0,86.02003174691535
0,86.01978532644002
0,86.0195497467978
0,86.01932584189889
0,86.01911277783307
0,86.01891097155548
0,86.01872000611098
0,86.01854071540981
0,86.01837226554174
0,86.01821507346187
0,86.0180687222151
0,86.01793362875655
0,86.01781021004133
0,86.0176976321592
0,86.01759589511016
0,86.01750583280446
0,86.01742661133186
0,86.01735864764746
0,86.01730152479615
0,86.01725607668818
0,86.0172214694133
0,86.01719811992663
0,86.01718644518331
0,86.01718477736283
0,86.01719520124081
0,86.017216882907
0,86.01724898845116
0,86.01729318569377
0,86.01734780681436
0,86.01741368572316
0,86.01749082242017
0,86.0175792169054
0,86.01767886917884
0,86.01778936228538
0,86.01791153013525
0,86.0180445388182
0,86.01818880528938
0,86.01834391259365
0,86.01851069464125
0,86.01868831752194
0,86.01887761514597
0,86.01907775360309
0,86.0192887328933
0,86.01951138692684
0,86.01974488179349
0,86.01999005140345
0,86.02024564489139
0,86.02051291312267
0,86.02079102218704
0,86.02108080599474
0,86.02138143063554
0,86.02169331306456
0,86.02201603632666
0,86.02235001737698
0,86.02269567317063
0,86.02305216979737
0,86.0234195072572
0,86.02379851946037
0,86.02418837249664
0,86.02458948332111
0,86.02500226888893
0,86.0254254783347
0,86.0258599455687
0,86.02630608754603
0,86.02676307035645
0,86.02723131095509
0,86.02771039238681
0,86.02820073160674
0,86.02870232861491
0,86.02921518341127
0,86.02973929599585
0,86.03027424941352
0,86.03082046061941
0,86.03137792961351
0,86.03194623944071
0,86.03252580705612
0,86.03311663245974
0,86.03371871565156
0,86.0343316396765
0,86.03495582148963
0,86.0355916780461
0,86.03623795848056
0,86.03689549670321
0,86.03756429271408
0,86.03824392955805
0,86.03893524114534
0,86.03963739356574
0,86.04035080377434
0,86.04107505481605
0,86.04181056364595
0,86.04255691330896
0,86.0433149377153
0,86.04408380295473
0,86.04486392598237
0,86.04565488984312
0,86.04645711149206
0,86.04727017397411
0,86.04809491119948
0,86.04893048925796
0,86.04977690814952
0,86.0506345848293
0,86.0515035192973
0,86.05238329459837
0,86.05327432768767
0,86.05417620161006
0,86.05508933332068
0,86.05601372281949
0,86.0569489531514
0,86.05789544127153
0,86.05885235326963
0,86.05982135696618
0,86.0608007845407
0,86.06179146990344
0,86.06279299609928
0,86.06380578008333
0,86.06482982185558
0,86.06586470446094
0,86.06691001094426
0,86.06796740912604
0,86.0690352311858
0,86.07011389407863
0,86.0712038147597
0,86.07230499322897
0,86.07341742948645
0,86.07454028962192
0,86.07567440754559
0,86.07681936630236
0,86.07797599980246
0,86.07914305718053
0,86.0803209553917
0,86.08151011139108
0,86.08271010822355
0,86.08392136284425
0,86.08514345829803
0,86.0863763945849
0,86.08762058865999
0,86.08887562356817
0,86.09014149930945
0,86.09141863283894
0,86.09270660720152
0,86.0940054223972
0,86.0953154953811
0,86.09663640919808
0,86.09796774689303
0,86.09931075933133
0,86.1006641956476
0,86.10202847279696
0,86.10340442468964
0,86.10479080046032
0,86.10618801706408
0,86.10759649145605
0,86.109015389726
0,86.11018369796943
0,86.11068946452878
0,86.11120523801098
0,86.11173310319163
0,86.11227139225025
0,86.11282135605221
0,86.11338174373215
0,86.11395338920029
0,86.11453629245665
0,86.1151300365461
0,86.11573503842376
0,86.11635088113452
0,86.1169779816335
0,86.11761633992069
0,86.11826553904096
0,86.11892557899434
0,86.11959687673593
0,86.1202790153106
0,86.12097282862862
0,86.1216770658246
0,86.1223925608088
0,86.12311931358121
0,86.12385690718672
0,86.12460534162533
0,86.12536503385213
0,86.12613598386717
0,86.12691777471528
0,86.1277104063965
0,86.12851429586593
0,86.12932902616845
0,86.1301554312143
0,86.13099184318301
0,86.13183992989505
0,86.13269885744019
0,86.13356904277354
0,86.13444965198487
0,86.13534193593952
0,86.13624506072726
0,86.13715902634812
0,86.13808424975716
0,86.1390198970442
0,86.13996680211943
0,86.1409249649829
0,86.14189396867944
0,86.14287381320909
0,86.14386491552695
0,86.14486727563302
0,86.14588005961707
0,86.1469036844342
0,86.14793856703956
0,86.14898470743312
0,86.15004127170467
0,86.15110951071954
0,86.15218775665726
0,86.15327767733832
0,86.15437843885248
0,86.15549004119973
0,86.15661248438006
0,86.15774618534861
0,86.15889072715026
0,86.1600456928299
0,86.16121233325285
0,86.16238939755378
0,86.16357771964292
0,86.16477688256516
0,86.1659868863205
0,86.16720773090891
0,86.16843983328555
0,86.16968235954016
