time,rtt
36200,86.21839230740683
36300,86.22001384586461
36400,86.2216462251555
36500,86.22328902832434
36600,86.22494308928141
36700,86.22660757411644
36800,86.22828248282946
36900,86.22996823237557
37000,86.23166482275477
37100,86.23337183701194
37200,86.23509010905734
37300,86.2368188049807
37400,86.23855750782693
37500,86.24030788541647
37600,86.242068686884
37700,86.2438399122295
37800,86.24562156145298
37900,86.24741405150955
38000,86.24921779935433
38100,86.25103113716685
38200,86.25285573276759
38300,86.25469116920141
38400,86.2565366125581
38500,86.25839289674788
38600,86.26025960481563
38700,86.26213715371648
38800,86.2640251264953
38900,86.26592435706233
39000,86.26783359455223
39100,86.26975283896496
39200,86.27168375812104
39300,86.27362468419999
39400,86.27557603415688
39500,86.27753780799178
39600,86.27951042265975
39700,86.28149346120571
39800,86.28348734058476
39900,86.28549164384178
40000,86.28750595402165
40100,86.28953152198974
40200,86.29156709688068
40300,86.29361309564962
40400,86.2956695182965
40500,86.29773678177649
40600,86.29981446913446
40700,86.30190258037041
40800,86.3040006985292
40900,86.30610965752109
41000,86.30822904039096
41100,86.31035843018368
41200,86.3124986608095
41300,86.3146497322684
41400,86.31681039369505
41500,86.31898231290991
41600,86.3211638220925
41700,86.32335617210819
41800,86.32555852904673
41900,86.32777130986327
42000,86.32999493151287
42100,86.33222897704046
42200,86.33447302949091
42300,86.33672708886421
42400,86.3389919890706
42500,86.34126689619985
42600,86.34355222720708
42700,86.34584798209228
42800,86.34815374390034
42900,86.35046992958638
43000,86.35279653915038
43100,86.35513357259236
43200,86.3574806129572
43300,86.35983807720001
43400,86.36220554836568
43500,86.36458344340933
43600,86.36697176233095
43700,86.3693696712203
43800,86.37177842094275
43900,86.37419717758806
44000,86.37662594115622
44100,86.37906512860235
44200,86.38151473992647
44300,86.38397435817343
44400,86.38644356638814
44500,86.38892403239106
44600,86.3914136714066
44700,86.39391415125522
44800,86.39642422107158
44900,86.39894471476593
45000,86.40147521538313
45100,86.40401572292318
45200,86.40656707129632
45300,86.40912759268208
45400,86.41169853794582
45500,86.41427949013243
45600,86.416870866197
45700,86.41947224918442
45800,86.42208322213958
45900,86.42470461897273
46000,86.42733602272872
46100,86.42997743340757
46200,86.43262843405415
46300,86.43528985857871
46400,86.43796129002614
46500,86.44064272839641
46600,86.44333417368954
46700,86.4460352089504
46800,86.44874666808926
46900,86.45146813415094
47000,86.45419919018038
47100,86.45694025313267
47200,86.45969132300782
47300,86.46245239980583
47400,86.46522348352669
47500,86.46800374026016
47600,86.47079483782673
47700,86.47359510840592
47800,86.47640580286308
47900,86.47922608728798
48000,86.48205637863573
48100,86.48489584299611
48200,86.48774573123445
48300,86.49060562639566
48400,86.4934751115246
48500,86.4963546035764
48600,86.49924368559594
48700,86.50214235758321
48800,86.50505103649334
48900,86.5079693053712
49000,86.5108971642168
49100,86.51383544694039
49200,86.5167833196317
49300,86.51974036533562
49400,86.52270741796242
49500,86.52568406055694
49600,86.52867112702944
49700,86.53166694955944
49800,86.5346727790123
49900,86.537688615388
