timestep,path
0,86.03164895044087
0,86.03020044835746
0,86.02876278710715
0,86.02733554973483
0,86.0259191531956
0,86.02451318053434
0,86.02311763175105
0,86.02173292380085
0,86.02035822277352
0,86.01899436257928
0,86.01764092626301
0,86.01629833077985
0,86.01496615917465
0,86.01364441144742
0,86.0123335045533
0,86.01103302153714
0,86.00974337935408
0,86.00846374409387
0,86.00719536662189
0,86.00593741302787
0,86.00468988331183
0,86.00345277747377
0,86.00222692942391
0,86.00101150525202
0,85.99980608800301
0,85.9986119285422
0,85.99742777600424
0,85.9962548812545
0,85.99509241038274
0,85.99394078034406
0,85.99279957418337
0,85.99166879190065
0,85.99054885045102
0,85.98943974983449
0,85.98834107309592
0,85.98725282023534
0,85.98617582516297
0,85.98510925396857
0,85.98405310665215
0,85.98300780016883
0,85.9819733345186
0,85.98094929274635
0,85.97993609180718
0,85.9789337317011
0,85.977941795473
0,85.97696028312289
0,85.97599002856097
0,85.97503061483216
0,85.9740812080262
0,85.97314264205335
0,85.97221533386869
0,85.97129844956201
0,85.97039198913332
0,85.96949636953771
0,85.9686115907752
0,85.9677380698009
0,85.96687455574946
0,85.9660218825311
0,85.96518005014585
0,85.96434864163857
0,85.9635284909195
0,85.9627187640784
0,85.9619198780704
0,85.96113183289549
0,85.96035462855369
0,85.95958784808985
0,85.9588319084591
0,85.95808639270633
0,85.95735213474178
0,85.95662871761033
0,85.95591572435683
0,85.95521357193644
0,85.95452226034915
0,85.95384178959495
0,85.95317215967383
0,85.9525129536307
0,85.95186458842065
0,85.95122748099882
0,85.95060079745497
0,85.94998495474421
0,85.94937995286655
0,85.94878579182198
0,85.94820205465538
0,85.94762957527699
0,85.94706751977658
0,85.94651630510927
0,85.94597634823018
0,85.94544639827392
0,85.94492770610589
0,85.94442027172607
0,85.94392326122423
0,85.94343667460035
0,85.9429613457647
0,85.94249644080702
0,85.94204279363754
0,85.94159998730117
0,85.94116760484278
0,85.94074606321746
0,85.94033577938036
0,85.93993633637636
0,85.93954731725034
0,85.93916913895741
0,85.93880180149758
0,85.93844530487084
0,85.93809964907719
0,85.93776525107175
0,85.93744085998917
0,85.93712814364991
0,85.93682585118864
0,85.93653439956047
0,85.93625378876538
0,85.93598443575851
0,85.93572508967449
0,85.9354774183338
0,85.9352401708711
0,85.93501334728636
0,85.93479778148983
0,85.93459347348153
0,85.9343995893512
0,85.93421654605396
0,85.93404434358982
0,85.93388298195876
0,85.93373287811592
0,85.93359319815106
0,85.93346435901928
0,85.93334677767572
0,85.93323962021014
0,85.93314330357765
0,85.93305782777826
0,85.93298360976708
0,85.932920232589
0,85.93286727928889
0,85.93282558377697
0,85.93279431214306
0,85.93277429829735
0,85.93276512528473
0,85.93276637615008
0,85.93277888480365
0,85.9328018173352
0,85.93283600765496
0,85.9328810388078
0,85.93293691079376
0,85.93300362361279
0,85.93308117726492
0,85.93316998870527
0,85.93326880706847
0,85.93337888321989
0,85.9334998002044
0,85.93363197497712
0,85.93377457362782
0,85.93392801311161
0,85.93409271038361
0,85.9342682484887
0,85.93445421047178
0,85.93465101328795
0,85.93485865693721
0,85.93507755837469
0,85.93530730064525
0,85.93554788374891
0,85.93579889073055
0,85.93606073854528
0,85.93633384414822
0,85.93661779058426
0,85.93691257785339
0,85.93721820595562
0,85.93753467489094
0,85.93786198465935
0,85.93819971830574
0,85.93854870974035
0,85.93890895896315
0,85.93927963206394
0,85.93966114599783
0,85.9400535007648
0,85.94045669636488
0,85.94087073279805
0,85.9412956100643
0,85.94173132816366
0,85.9421778870961
0,85.94263570381676
0,85.9431039444154
0,85.94358302584712
0,85.94407253115682
0,85.94457371120986
0,85.94508531514087
0,85.94560775990497
0,85.94614062854706
0,85.94668517193246
0,85.94724013919586
0,85.94780594729232
0,85.9483825962219
0,85.94897008598457
0,85.94956799962522
0,85.95017758800918
0,85.95079718331601
0,85.95142803641106
0,85.95206931338409
0,85.95272184814532
0,85.95338522373964
0,85.95405944016706
0,85.95474408047245
0,85.95543956161094
0,85.95614630053764
0,85.95686346334232
0,85.95759146698009
0,85.95833031145095
0,85.95907999675491
0,85.95984052289197
0,85.96061188986211
0,85.96139368071023
0,85.96218672934656
0,85.96299020186086
0,85.96380493216338
0,85.96462966938877
0,85.96546608135748
0,85.96631291720416
0,85.96717017692882
0,85.96803827748657
0,85.96891763583254
0,85.9698078350116
0,85.97070845806863
0,85.97161950500364
0,85.97254222668198
0,85.97347495528318
0,85.97441852471748
0,85.97537293498486
0,85.97633818608534
0,85.97731427801891
0,85.97830121078559
0,85.97929856743022
0,85.98030634795285
0,85.9813258032188
